participant_id,alpha,temperature,learning_rate,success,log_likelihood
1001,20.0,0.01,0.01,True,3.600000297685338e-09
1002,3.198644450574055,4.970723069209284,1.0100356721174018,True,-21.593327853671422
1003,1.6891939189371017,1.110856299928257,0.01,True,-12.138071883560078
1004,2.7283216080484882,1.3620166885410008,0.018991683409877717,True,-10.746636117204245
1005,2.3552579956695783,1.433020683978707,0.01,True,-12.773879411751446
1006,4.768821078180455,0.8317599602239937,0.47689947032409935,True,-5.349022309138671
1007,0.0,0.010000000000000423,1.0730243699790107,True,3.600000297685338e-09
1008,1.2370595729447451,0.9827392403876933,0.022536052379226443,True,-11.021765260848412
1009,0.0,0.01,0.01,True,3.600000297685338e-09
1010,9.9873460019658,5.136719429364569,1.1394342219448008,True,-15.998194780724376
1011,2.4553960619837834,0.9089863827633928,0.01,True,-9.018586827024976
1012,16.3658216216303,5.788967041214582,0.01,True,-7.2258240129016515
1013,2.515317202622158,1.4607757458762627,0.01,True,-11.816625099373452
1015,0.0,0.01,0.01,True,3.600000297685338e-09
1016,0.0,0.01,0.01,True,3.600000297685338e-09
1017,0.0,0.010000000000000297,1.9075846120049222,True,3.600000297685338e-09
1018,0.0,0.01,0.5601416596725078,True,3.600000297685338e-09
1019,0.49904848663378776,0.27521521323176923,0.014555346806232067,True,-3.0140499339952074
1020,0.7417400099114468,0.40712489046053313,0.07287514184408568,True,-4.014741717936114
1021,0.0,0.010000000000000083,0.01,True,3.600000297685338e-09
1022,1.5386673505550186,1.8832169325082955,0.01,True,-16.910507399428788
1023,0.8960139905526849,0.01,0.09875552093528614,True,-0.004491781366485656
1024,4.134951516852783,0.01,0.04589832752404728,True,-1.198720087675013e-06
1025,4.402214584676992,2.2188489349205196,0.19434669684827302,True,-14.95949224393107
1026,2.077219815933868,2.2236728537188326,0.01,True,-17.061412519836416
1027,1.7728176293098503,1.3703621106740325,0.033385981465499634,True,-13.8859828569453
1028,4.907880952873507,2.3078060009816634,0.38555897624419205,True,-14.061145419264076
1029,4.14713510979112,1.3544084836464927,0.01,True,-8.36558772886595
1030,0.2451293377167694,0.5841859892263528,2.0,True,-6.11080288986047
1031,0.5445387106507426,1.6264570340497295,0.01,True,-16.240156403588404
1032,0.0,0.01,0.01,True,3.600000297685338e-09
1033,20.0,0.01,0.01,True,3.600000297685338e-09
1034,9.727859912874688,5.7180224413280305,1.0503140516147282,True,-18.333463865698214
1035,3.132186518624022,1.5735290943592608,0.01614620247289584,True,-12.032341512798249
1036,0.0,0.010000000000000026,0.01,True,3.600000297685338e-09
1037,1.5994699899562952,0.7047913623128673,0.05834046123089414,True,-8.818042656981875
1038,1.4585682925615988,0.2337984157139446,0.04663328167959591,True,-5.061879141463239
1039,6.2950771787769595,2.634631993138824,0.44036132814923706,True,-15.447457829485662
1040,1.7546125409641136,1.9618536170285086,0.0741603495757938,True,-16.28243468534211
1041,0.112422545820177,1.1373450007227914,0.01,True,-9.685467401206385
1042,2.667017951859176,2.0566010689070966,0.071426251470489,True,-15.488091324158704
1043,6.429789693884546,4.6458804411215535,0.01,True,-13.290519695782523
1044,0.0,1.0696656435460987,0.01,True,-7.745036530259221
2001,1.5721847800482045,1.6710707282287884,0.021979292354363453,True,-15.288097779793999
2002,3.6944265551553492,1.3310293298082352,0.26706665033959837,True,-11.894053622011882
2003,0.7456223259722661,1.6419102320210481,0.03835778678520885,True,-15.707944778222624
2004,7.325124964475868,2.0785965831433804,0.1754321125263486,True,-11.364180040775768
2005,9.980429304100428,9.377878186696009,1.0000002238020893,True,-21.106346355708844
2006,15.541659356731357,10.0,0.39220020193682215,True,-19.790034329106632
2007,1.2487542725509146,4.805734761812428,0.0202897879279786,True,-23.009720267363576
2008,2.2428220829311627,1.66974179927961,0.19029071028685357,True,-14.761385471988556
2009,17.171834993172457,10.0,0.01,True,-10.463955490943171
2010,4.641817762955258,2.0382872537982197,0.82950155556145,True,-13.6305045381557
2011,2.5624072164477165,2.844335292756244,0.1067273522076423,True,-18.35366261639624
2012,8.329984055033313,10.0,0.0709506223840501,True,-20.381880172998134
2013,3.3675794426246277,1.2299113447979444,0.01,True,-8.825794080074129
2014,8.302544307593648,3.435254352429038,0.02799880528444738,True,-11.199317453120909
2015,0.0,1.7579968161078068,2.0,True,-13.680488206347542
2016,20.0,9.296278199456417,1.364351663197762,True,-15.733737283184595
2017,0.7310503623640905,1.542839861280636,0.3828657309411711,True,-13.638358144049139
2018,2.867212960685898,2.802365996684268,0.2681209409255406,True,-18.542883229014603
2019,1.95167797541782,2.208828144119053,0.01,True,-17.380089161384856
2020,20.0,0.01,0.01,True,3.600000297685338e-09
2021,8.235448873272137,4.054072515629257,0.2486885235797744,True,-16.081575807518536
2022,4.302376124316487,0.4135354976331313,0.010383901108511886,True,-5.403855678398707
2023,2.757346907604414,3.1136484044440578,0.6666666368412877,True,-19.06545650931229
2024,0.6576705338108477,0.5532469897514264,0.3478672182268581,True,-4.795799059060633
2025,0.3628943676536832,1.146994570734473,0.01,True,-12.021658445157508
2026,4.901886163097069,1.2311182332892165,0.2014361319669779,True,-8.137518489205616
2027,0.015126708452754859,1.46917931234937,0.5730206330572312,True,-11.539869281588366
2028,11.782784592790794,2.671339513492441,0.01,True,-5.054912569476599
2029,13.656613599122716,2.9700238379002317,0.024115837679740324,True,-6.599597553264742
2030,5.250241871812902,3.0518587859290487,0.5545118811501341,True,-17.245562055026483
2031,1.1943664866154144,1.3838342416848974,0.8287943220443191,True,-13.22471813683794
2032,1.9536315700624551,5.010259480171631,1.7856913078308672,True,-20.259236642002215
2033,1.841020833478569,1.0927581158856159,0.04694957496399771,True,-11.189533929683783
2034,0.2130244580971342,0.8842774029491877,0.05322693580948005,True,-7.544504963681576
2035,20.0,9.343210104172305,0.01,True,-9.170763801576538
2036,1.0122700583931232,3.535646694168591,1.6188345794573655,True,-20.9682185899163
2037,20.0,10.0,2.0,True,-15.250422486089713
2038,3.523820895416826,4.1011804598516335,0.11029772241421408,True,-20.617670256549406
2039,0.0,1.499368544325836,0.01,True,-11.741860654229985
2040,4.289475988012207,10.0,2.0,True,-16.988888591784303
2041,2.5497250504715017,0.6013525343360014,0.031306326494071036,True,-5.859225603549966
2042,1.1918523930033287,6.529651316814959,0.07162354224668407,True,-23.546196961953534
2043,10.804772476407225,0.01,0.01,True,-8.111231397253449e-07
2044,1.4641294986897535,1.8639405244444252,0.06888882800876991,True,-16.60063106915902
2045,9.17917667125586,8.700318671775417,0.01,True,-14.959306128193145
2046,0.3790458317846019,0.603516767360759,0.4695957399631209,True,-4.628225798257429
2047,2.6048902629783766,1.2432527802860092,0.035981525037500975,True,-9.821106269038669
2048,1.1267032776136505,2.6120004535073833,0.07179037310798554,True,-19.256519190001814
