participant_id,lambda,tau,temperature,success,log_likelihood
1001,8.386329324318053,8.478049766550477,10.0,True,-30.280362333138772
1002,7.1032334753500574,5.111228576665678,10.0,True,-24.505362334334905
1003,17.337127883817832,19.049498091149125,8.358847215835315,True,-24.000718264927567
1004,25.06121958025089,5.243033212408568,10.0,True,-25.090362334217396
1005,50.0,0.7882759303585263,10.0,True,-23.236666228903342
1006,15.565911624941563,2.657626796692969,3.997916917195076,True,-21.3553635635348
1007,35.400024581192085,4.918731137906613,0.001,True,3.600000297685338e-09
1008,39.934211967463966,16.795399841354527,3.756866221332668,True,-20.96822206293172
1009,27.31743088766893,15.923416802749815,0.0010000000000001958,True,3.600000297685338e-09
1010,21.212665108543714,0.4671848835163117,10.0,True,-19.977854129106287
1011,41.410264664584204,3.4288803646181742,10.0,True,-24.97036233423942
1012,18.61475605394277,10.498605738175385,10.0,True,-29.755362333248662
1013,35.986560697367736,13.418250097439525,10.0,True,-25.675362334089975
1015,22.850034166607173,11.35544396210282,0.001,True,3.600000297685338e-09
1016,33.366812590814924,16.21956159914383,0.001,True,3.600000297685338e-09
1017,27.68659499658352,3.9758828639227883,0.001000000000000505,True,3.600000297685338e-09
1018,6.161101648236683,4.797822452299854,0.001,True,3.600000297685338e-09
1019,34.234697186198936,7.8335619463297075,1.2266145481115716,True,-9.314100511664893
1020,14.598129325193716,15.503500738749498,1.314624300660462,True,-10.14070262533158
1021,11.782806258641305,5.462061077459063,0.001000000000000719,True,3.600000297685338e-09
1022,46.38843508418586,18.04759097159065,8.70263948751781,True,-24.071078385616097
1023,36.87217082669064,14.387421468747231,1.5116147069749424,True,-11.84149638681689
1024,44.33821516400809,13.8186827565432,10.0,True,-25.810362334067506
1025,11.995365238348068,0.5504469103995846,4.821543943478057,True,-19.427504185510756
1026,38.48685968649287,16.84930377132098,10.0,True,-25.105362334204276
1027,4.460288586505512,10.450465044728949,5.367174792213732,True,-22.79024942712184
1028,37.536638001074735,3.007050395929356,5.822647868281274,True,-23.085578168890336
1029,10.543131099075492,10.566524532238905,10.0,True,-27.49036233371723
1030,36.70763573052172,6.253529724290545,1.4258573744437026,True,-11.126394049241147
1031,36.871820927548626,19.36354691626956,2.6244745038781505,True,-18.083908515366364
1032,46.64599804599882,2.0734979939345033,0.001,True,3.600000297685338e-09
1033,25.0662333936036,5.45641900374693,10.0,True,-30.280362333138765
1034,8.724056651032708,12.244938398653728,10.0,True,-25.330362334163677
1035,27.246849543862727,13.527538732346596,10.0,True,-25.7803623340734
1036,6.095766510378825,7.677474530627313,0.001,True,3.600000297685338e-09
1037,8.770028434078009,0.885888430416879,3.1168915714497634,True,-19.606629511370308
1038,41.569855785560144,18.0624445869784,2.8183509055775877,True,-18.745873406652255
1039,0.13909910319122587,14.275671719181702,10.0,True,-24.745362334282483
1040,8.825925212098118,9.504614413064207,4.45860621454238,True,-21.95989738597332
1041,24.478595713553553,18.280067570899476,1.2771222942169909,True,-9.79342838404715
1042,46.68375819638592,6.724372579124964,6.4496757602667865,True,-23.40410009832451
1043,48.932124681741676,10.129751796339674,10.0,True,-28.2853623335523
1044,8.893783720411413,12.011979674313471,1.0696567631340992,True,-7.7450365306529
2001,25.87780807749404,4.572717675003748,6.051508097479907,True,-23.21194113098302
2002,16.575747194488734,19.907243685107456,4.458446923086122,True,-21.95989738256536
2003,33.702251282566664,12.199625641766534,2.608834049354243,True,-18.02658339210276
2004,41.80199302026269,6.438949581303395,8.70254106514972,True,-24.07107838548173
2005,8.211677861051104,6.221654490097457,10.0,True,-25.67536233409808
2006,8.348313861174256,14.375673208970582,10.0,True,-26.170362333986127
2007,36.1457371222159,15.839823392185027,10.0,True,-24.280362334379927
2008,38.716211021831356,13.83813749857226,3.3280726393203843,True,-20.11905130459454
2009,44.905654400002284,14.229259033101453,10.0,True,-29.515362333297126
2010,14.487007890917269,2.823040698334578,6.894148964649726,True,-23.584141130460363
2011,28.889490476532913,7.4315158674163335,5.291015010865514,True,-22.733949274537434
2012,9.564107236430965,0.38375162258204254,10.0,True,-24.244826681087297
2013,50.0,0.6088923896094633,10.0,True,-24.331666228681005
2014,0.6519421396161518,7.16289850256516,10.0,True,-27.445362333725658
2015,20.605899138841792,15.658503421724625,1.7579961742438897,True,-13.680488206348084
2016,36.26466292731752,5.885692338678499,10.0,True,-29.800362333238503
2017,31.568487146926426,16.243424636767468,1.935134815981616,True,-14.818891996194296
2018,21.183801179267046,2.1245663450620023,5.608373738771155,True,-22.954319393462146
2019,15.375628810264608,5.068277762150551,10.0,True,-24.775362334274337
2020,8.579012006589764,12.8993882803442,10.0,True,-30.280362333138775
2021,20.944390031954363,12.438526542648365,10.0,True,-24.91036233425289
2022,37.528513526259744,8.350828133364685,10.0,True,-27.95536233362535
2023,30.878457768785957,12.046739742859405,5.735532428022328,True,-23.0336659182871
2024,15.07212765208239,2.634530995842481,1.201091272849006,True,-9.066947778244874
2025,15.028350639692151,11.83102031010401,1.6959247872154402,True,-13.24613950392282
2026,45.03507962269506,1.476001516179446,4.798406899209487,True,-22.316796449632477
2027,10.835243561227703,14.720466570103525,1.4748761435767808,True,-11.540124489362157
2028,50.0,0.5466912611411456,10.0,True,-22.68857083409975
2029,0.9561074056705587,16.10840850564454,10.0,True,-29.440362333312066
2030,5.152771207837875,12.462749523971585,7.887698820867655,True,-23.889839603813634
2031,42.6210117336902,13.94826006951975,2.1460300146181504,True,-15.996587227474889
2032,15.856430618805195,13.445357497433449,10.0,True,-24.76036233428209
2033,35.73475279051437,10.593092774295986,3.49201033873131,True,-20.47110334104227
2034,41.92943561851974,17.58737212473814,1.0831544231269599,True,-7.884388687461544
2035,32.63673917220115,1.4468672307546493,10.0,True,-31.0603623329767
2036,0.0,0.7554208505204918,5.32886584913914,True,-22.76220067615617
2037,18.029259984037644,14.284350313978283,10.0,True,-30.280362333138772
2038,32.50807493115238,9.091839472701569,10.0,True,-24.535362334323487
2039,15.997532458990404,1.174285243705886,1.4993699735554746,True,-11.741860654220734
2040,3.091552271115411,12.723567841926409,10.0,True,-29.965362333204055
2041,2.577634236546994,15.509252664001545,6.195728983128966,True,-23.285436190996446
2042,19.463983564310865,5.013833477347793,8.614138925061551,True,-24.053753761798387
2043,18.878767383137518,15.308849597373126,10.0,True,-29.920362333212335
2044,2.0414393678844367,0.46395623911750894,3.0274761083207666,True,-20.393012399932275
2045,40.28533933473288,12.241162982492,10.0,True,-28.480362333510573
2046,25.451524353016268,18.157173130893067,0.9575058972735937,True,-6.560712655497171
2047,17.37378035971166,11.924007999442289,6.894160086802505,True,-23.584141130478873
2048,44.54415589266797,5.901462126831067,4.023136723420314,True,-21.392765533376878
